Gene_id	Biomarker	Exp_(abnormal/normal)	Simulation	Comparation
2108.1;2110.1;2109.2;2109.1	c8crn	increase	No_result	No_result
3081.1	hgentis	increase	15610.4813	1
2937.1	pro_L	increase	0.0	0
1738.1	ala_L	increase	0.0	0
10157.1	orn	increase	0.0	0
2271.1	25aics	decrease	0.0	0
3158.1	subeac	increase	0.0	0
1583.1	prgnlone	decrease	-1.0	1
593.1	ile_L	increase	50.0229	1
2271.1	fum	increase	0.0	0
4524.1	met_L	decrease	-0.0	0
6584.1	crn	decrease	No_result	No_result
4056.1;4056.2	leuktrE4	decrease	0.0	0
1583.1	na1	decrease	No_result	No_result
6519.1;11136.1	Lcystin	increase	0.0	0
5250.4;5250.1;5250.3;5250.2	lac_L	increase	0.0	0
3030.1	lac_L	increase	0.0	0
22934.1	C01507	decrease	No_result	No_result
2937.1	5oxpro	increase	0.0	0
593.1	3mob	increase	75.94	1
27235.1	lac_L	increase	0.0	0
26275.1;26275.2	lac_L	increase	0.0	0
2235.1;2235.2	C05767	decrease	13.4831	0
51.1;51.2	CE2414;phyt	decrease	Gene or met not in model!	Gene or met not in model!
51601.1	val_L	decrease	0.0	0
6559.1	hco3	increase	0.0	0
2271.1	glyclt	decrease	0.0	0
3242.1	tyr_L	increase	15610.4813	1
5091.1;5091.2	lac_L	increase	0.0	0
10157.1	arg_L	increase	0.1375	1
10295.1	val_L	decrease	0.0	0
3931.1	bilirub	increase	0.0012	1
34.1	5ohhexa	increase	0.0	0
26503.1	acnam	increase	0.0	0
60386.1	akg	increase	0.0	0
3158.1	glutar	increase	No_result	No_result
34.1	octa	increase	No_result	No_result
1583.1	aldstrn	decrease	-1.0	1
113278.1	crtn	decrease	0.0328	0
3028.1	tiggly	increase	0.0	0
2271.1	bhb	increase	0.0	0
5053.1	phpyr	increase	34.8268	1
34.1	caproic	increase	0.0	0
132.1;132.2	ahcys	increase	-0.0	0
5053.1	17ahprgstrn	increase	0.1019	1
189.1	oxa	increase	0.0	0
2752.1	gln_L	decrease	0.0	0
2717.1		increase	Gene or met not in model!	Gene or met not in model!
229.1	mg2	increase	No_result	No_result
3712.1	adrn	increase	0.0	0
55163.1	thr_L	increase	-0.0	0
51601.1	pyr	increase	0.0	0
1583.1	17ahprgstrn	decrease	-1.0	1
1738.1	2hb	increase	0.0	0
197257.1;197257.2	urate	increase	0.0	0
5053.1	cgly	decrease	0.0	0
132.1;132.2	amet	increase	0.0	0
249.1	ethamp	increase	0.0	0
4337.1	ura	increase	-0.0	0
5832.1	pro_L	decrease	0.0	0
5053.1	pac	increase	34.8268	1
5832.1	arg_L	decrease	0.0117	0
23417.1	subeac	increase	0.0	0
1583.1	prgstrn	decrease	-1.0	1
22934.1	xylu_D	increase	156.9898	1
3251.1	crtn	increase	0.0328	1
3291.1	k	decrease	No_result	No_result
51601.1	ile_L	decrease	0.0	0
2271.1	oxa	increase	0.0	0
5053.1	val_L	decrease	1.9804	0
131669.1	homoval	decrease	0.2555	0
51601.1	hco3	decrease	0.0	0
1583.1	dhea	decrease	-1.0	1
162417.1	arg_L	increase	0.008	1
788.1	subeac	increase	0.0	0
1738.1	pyr	increase	0.0	0
11019.1	lac_L	increase	0.0	0
412.1	estrone	increase	0.3087	1
1738.1	leu_L	increase	0.0	0
5053.1	34hpl	increase	-0.2123	0
51601.1	leu_L	decrease	0.0	0
1583.1	M01388	decrease	0.0	0
3158.1	sebacid	increase	0.0	0
4128.1	srtn	increase	0.0	0
2108.1;2110.1;2109.2;2109.1	M02973	increase	No_result	No_result
3712.1	dcsptn1	increase	-0.0	0
3158.1	ethmalac	increase	0.0	0
10682.1	CE1297	increase	No_result	No_result
249.1	pydx5p	increase	0.0	0
788.1	sebacid	decrease	0.0	0
4056.1;4056.2	leuktrC4	decrease	0.0	0
5091.1;5091.2	bhb	increase	0.0	0
10295.1	3hpp	decrease	0.0	0
2108.1;2110.1;2109.2;2109.1	glyc_S	increase	0.0	0
2108.1;2110.1;2109.2;2109.1	c10crn	increase	No_result	No_result
5053.1	4hphac	increase	0.0	0
162417.1	orn	increase	0.0	0
3158.1	adpac	increase	0.0	0
3158.1	M01388	decrease	0.0	0
3251.1	gua	increase	0.0	0
1621.1	dopa	increase	0.0	0
5184.1	glypro	increase	No_result	No_result
55163.1	his_L	increase	-0.0	0
55163.1	homoval	decrease	0.0	0
1738.1	akg	increase	0.0	0
1371.1	C05770	increase	1290.5024	1
5447.1	17ahprgnlone	increase	0.0	0
2593.1;2593.2	nh4	increase	304.9351	1
22934.1	rbt	increase	No_result	No_result
189.1	glyclt	increase	0.0	0
2108.1;2110.1;2109.2;2109.1	lnlccrn	increase	No_result	No_result
3030.1	crn	decrease	No_result	No_result
3712.1	CE4968	increase	19.544	1
3030.1	M01388	decrease	0.0	0
1621.1	nrpphr	decrease	0.0	0
113235.1	fol	decrease	0.0	0
22934.1	abt	increase	299.7085	1
5447.1	prgstrn	increase	0.0	0
5832.1	citr_L	decrease	0.014	0
1738.1	lac_L	increase	0.0	0
1583.1	17ahprgnlone	decrease	-1.0	1
162417.1	nh4	increase	0.0	0
132.1;132.2	adn	increase	0.0	0
412.1	estrones	increase	1.1349	1
51.1;51.2	hexc	increase	-0.0	0
6309.1	lthstrl	increase	356.1429	1
5105.1	arg_L	decrease	0.0272	0
8659.1;8659.2	pro_L	increase	6.2637	1
4598.1	mev_R	increase	0.0	0
5625.1	pro_L	increase	0.0	0
412.1	estradiol	decrease	0.3093	0
1583.1	k	increase	No_result	No_result
158.1;158.2	25aics	increase	0.0	0
23417.1	adpac	increase	0.0	0
5091.1;5091.2	nh4	increase	0.0	0
435.1	citr_L	decrease	0.0986	0
51733.1	56dthm	increase	49.2892	1
18.1;18.2	ala_B	increase	0.0	0
2592.1;2592.3;2592.2	gal	decrease	0.0	0
3155.1	adpac	increase	0.0	0
1738.1	val_L	increase	0.0	0
6559.1	k	decrease	No_result	No_result
10295.1	leu_L	decrease	0.0	0
113278.1	ribflv	decrease	0.0	0
51733.1	3uib	increase	49.2892	1
60386.1	HC00342	increase	0.0	0
3158.1	pyr	decrease	0.0	0
593.1	leu_L	increase	94.7138	1
3030.1	nh4	increase	0.0	0
166785.1	HC00900	increase	0.0	0
51601.1	fum	increase	0.0	0
60386.1	lac_L	increase	0.0	0
1807.1	cala	increase	49.2841	1
4548.1	met_L	increase	-0.0	0
1738.1	pro_L	increase	0.0	0
10295.1	4mop	decrease	0.0	0
5447.1	17ahprgstrn	increase	-0.0	0
89874.1	2oxoadp	increase	98.8393	1
89874.1	adpoh	increase	98.8393	1
56922.1	3ivcrn	increase	No_result	No_result
56922.1	CE2026	increase	70.9998	1
56922.1	3hivac	increase	70.9998	1
549.1	3ivcrn	increase	No_result	No_result
1644.1	34dhphe	increase	52.9554	1
1644.1	5htrp	increase	41.6908	1
1644.1	adrnl	decrease	-1.0	1
1644.1	dopa	increase	-1.0	0
1644.1	CE2176	increase	52.9554	1
1644.1	nrpphr	decrease	-1.0	1
1644.1	3moxtyr	increase	-1.0	0
2628.1	creat	decrease	-1.0	1
2628.1	gudac	decrease	-1.0	1
95.1	acglu	increase	0.0	0
95.1	acgly	increase	0.0	0
383.1	argsuc	increase	0.0	0
383.1	orot	increase	0.0	0
383.1	ura	increase	-0.0	0
383.1	creat	increase	0.0	0
383.1	arg_L	increase	-0.0	0
383.1	gudac	increase	0.0	0
435.1	argsuc	increase	No_result	No_result
435.1	gly	increase	0.0	0
435.1	orot	increase	0.0	0
435.1	lys_L	increase	-0.0	0
435.1	ura	increase	-0.0	0
435.1	gln_L	increase	0.0	0
440.1;440.3;440.2	asn_L	decrease	-0.977	1
440.1;440.3;440.2	gln_L	increase	37.7502	1
686.1	3ivcrn	increase	No_result	No_result
686.1	acac	increase	0.0	0
686.1	acetone	increase	0.0	0
686.1	bhb	increase	0.0	0
686.1	lac_L	increase	0.0	0
686.1	nh4	increase	0.0	0
686.1	3hpp	increase	0.0	0
686.1	CE2026	increase	0.0	0
686.1	2mcit	increase	0.0	0
445.1;445.2	citr_L	increase	0.0986	1
445.1;445.2	gly	increase	0.0	0
445.1;445.2	nh4	increase	0.0	0
445.1;445.2	orot	increase	0.0	0
1585.1	aldstrn	decrease	-1.0	1
1373.1;1373.2	lys_L	increase	0.0	0
1373.1;1373.2	ura	increase	2.368	1
1373.1;1373.2	5oxpro	increase	0.6286	1
1373.1;1373.2	citr_L	decrease	-0.8953	1
1373.1;1373.2	gln_L	increase	2.1979	1
1589.1	aldstrn	increase	-1.0	0
1589.1	crtsl	decrease	-1.0	1
1589.1	prgstrn	increase	0.6417	1
1589.1	andrstndn	increase	0.6411	1
1589.1	andrstrn	increase	0.6355	1
1589.1	dhea	increase	0.6412	1
1718.1	dsmsterol	increase	-0.0	0
1716.5;1716.1;1716.4;1716.2;1716.3	lac_L	increase	0.0	0
1807.1	thym	increase	99.0	1
1807.1	ura	increase	49.2841	1
1807.1	56dura	increase	49.2841	1
1807.1	56dthm	increase	99.0	1
3795.1;3795.2	fru	increase	0.0	0
3931.1	chsterol	decrease	0.1726	0
3931.1	tag_hs	increase	-0.031	0
10841.1;10841.2	forglu	increase	43.5631	1
2639.1;2639.2	c5dc	increase	No_result	No_result
4942.1	arg_L	increase	90.4514	1
4942.1	gln_L	decrease	0.0	0
4942.1	glu_L	decrease	0.0	0
4942.1	lys_L	decrease	0.6971	0
4942.1	orn	increase	90.4514	1
2593.1;2593.2	creat	decrease	-1.0	1
2593.1;2593.2	crtn	increase	-1.0	0
2593.1;2593.2	urate	increase	13.8845	1
2593.1;2593.2	gudac	increase	1027.9774	1
875.1	met_L	increase	245.1329	1
875.1	orn	increase	0.0	0
875.1	Lhcystin	increase	245.1329	1
875.1	hcys_L	increase	245.1329	1
875.1	cyst_L	decrease	-1.0	1
3034.1	hista	increase	43.5631	1
3034.1	im4ac	increase	43.5631	1
3034.1	his_L	increase	43.5631	1
10157.1	Lpipecol	increase	88.384	1
10157.1	citr_L	increase	0.1353	1
10157.1	lys_L	increase	88.384	1
3155.1	c6dc	increase	No_result	No_result
8659.1;8659.2	gly	increase	0.0	0
8659.1;8659.2	orn	increase	6.2637	1
53630.1	caro	increase	No_result	No_result
5625.1	gly	increase	0.0	0
587.1	val_L	increase	0.0	0
587.1	leu_L	increase	-0.0	0
3712.1	3bcrn	increase	No_result	No_result
3712.1	3ivcrn	increase	No_result	No_result
3712.1	ivcrn	increase	No_result	No_result
3251.1	fol	decrease	0.0	0
3251.1	urate	increase	0.0	0
4594.1	3aib	increase	0.046	1
4594.1	c4dc	increase	No_result	No_result
4594.1	crn	decrease	No_result	No_result
4594.1	HC00900	increase	0.0729	1
4594.1	3hpp	increase	0.0	0
4594.1	pcrn	increase	No_result	No_result
4594.1	3hdececrn	increase	No_result	No_result
593.1	val_L	increase	75.94	1
593.1	3mop	increase	50.0229	1
162417.1	ala_L	increase	0.0	0
162417.1	citr_L	decrease	0.0092	0
162417.1	gln_L	increase	0.0	0
5009.1	5oxpro	increase	0.6286	1
5009.1	citr_L	decrease	-0.8953	1
5009.1	gln_L	increase	2.1979	1
5009.1	gly	increase	0.5337	1
5009.1	lys_L	increase	0.0	0
5009.1	orot	increase	2.3527	1
5009.1	ura	increase	2.368	1
5009.1	nh4	increase	0.466	1
5009.1	orn	increase	2.2146	1
2937.1	leuktrE4	increase	-0.8361	0
2937.1	leuktrC4	increase	-0.8361	0
2937.1	leuktrD4	increase	-0.8361	0
5091.1;5091.2	acac	increase	0.0	0
5091.1;5091.2	acetone	increase	0.0	0
5091.1;5091.2	akg	increase	0.0	0
5091.1;5091.2	ala_L	increase	0.0	0
5091.1;5091.2	citr_L	increase	0.013	1
5091.1;5091.2	lys_L	increase	-0.0	0
5091.1;5091.2	pro_L	increase	0.0	0
5091.1;5091.2	succ	increase	0.0	0
5091.1;5091.2	glc_D	decrease	0.0	0
5091.1;5091.2	fum	increase	0.0	0
189.1	glx	increase	0.0	0
5053.1	phe_L	increase	34.8268	1
5053.1	2hyoxplac	increase	34.8268	1
7915.1;7915.2	gly	increase	0.0	0
7915.1;7915.2	sucsal	increase	No_result	No_result
7915.1;7915.2	4abut	increase	0.0	0
2643.1	phe_L	increase	0.0	0
2184.1	met_L	increase	0.2391	1
2184.1	34hpl	increase	15610.4813	1
2184.1	34hpp	increase	15610.4813	1
3242.1	34hpl	increase	15610.4813	1
3242.1	34hpp	increase	15610.4813	1
7498.1	hxan	increase	0.0	0
7498.1	xan	increase	0.0	0
