exchangeIDs	exchangeMets	exp_HS_578T	HS_578T	exp_RPMI_8226	RPMI_8226	exp_HT29	HT29	exp_MALME_3M	MALME_3M	exp_SR	SR	exp_UO_31	UO_31	exp_MDMAMB_231	MDMAMB_231	exp_HOP62	HOP62	exp_NCI_H226	NCI_H226	exp_HOP92	HOP92	exp_O_786	O_786
MAR09062	asparagine	-0.00571363	-0.000697630691276005	-0.002018538	-0.000690456965834521	-0.002396685	-0.000770204131194065	-0.004913882	-0.000778299067829236	-0.001222105	-0.000770716002367618	0.000345758	-0.000413216403017177	-0.001988739	-0.000518061913993589	-0.001628876	-0.000412037749447789	-0.001922615	-0.000727352026206041	-0.002382279	-0.000329254534358396	-0.002440472	-0.000260197613349084
MAR09063	glutamine	-0.226698917	-0.00307441419726926	-0.146252447	-0.00134564218366813	-0.228850691	-0.00150106265886901	-0.122203241	-0.00151683900518661	-0.219496506	-0.00150210201854639	-0.124230534	-0.000805323793368443	-0.078432974	-0.00100669899704856	-0.091938612	-0.000803026697327155	-0.094750789	-0.0021573958217493	-0.123594044	-0.000639808101230909	-0.109775824	-0.000773663819725055
MAR09064	tyrosine	-0.007986935	-0.000530464661874507	-0.003674763	-0.000525009902087868	-0.008123502	-0.000585648078757714	-0.004482545	-0.000591803309424555	-0.006833216	-0.000586007080925743	-0.002693864	-0.00031420162881106	-0.003180849	-0.00039392409404182	-0.00311885	-0.000313305403809822	-0.004976546	-0.000553064180618849	-0.004926558	-0.000250358674615671	-0.003969672	-0.000197849149574138
MAR09066	arginine	-0.027206388	-0.000952265878821482	-0.006832754	-0.00094247374374574	-0.011382525	-0.00105132862277311	-0.00129978	-0.00106237821110873	-0.005431378	-0.00105197308703172	-0.006102876	-0.000564040381369812	-0.007139201	-0.000707154501632822	-0.001574063	-0.000562431519272553	-0.00338457	-0.00099283550037172	-0.012814136	-0.000449432432428221	-0.009856139	-0.000355169736712585
MAR09067	glycine	-0.000802262	-0.0013844279885632	-0.000306523	-0.0013905354067309	0.003908824	-0.00155114100926087	0.016061208	-0.00156744368497194	0.008171299	-0.00155157528810641	0.004334714	-0.000832276173008436	0.006385996	-0.00104334298867732	0.002939872	-0.000829817219418398	0.000604886	-0.00144605477295056	-0.00039991	-0.000663097210263752	0.0025653	-0.000516354716363931
MAR09068	proline	0.000605661	-0.000957965810731017	-0.000675569	-0.000948115063344971	0.005380916	-0.00105762150976783	-0.001069608	-0.00106873723709104	0.00710491	-0.00105846851245622	0.001186608	-0.000567416530657041	0.001436971	-0.000711387282202274	0.001361038	-0.000565798038471579	0.002203858	-0.000998778267906866	0.002435376	-0.000452122578447049	0.000231007	-0.000357295659063278
MAR09069	serine	-0.0325857	-0.0018597431642526	-0.016314407	-0.0113284015958719	-0.033339735	-0.0108731278632735	-0.024670565	-0.00988143580994477	-0.031649758	-0.00913669021375593	-0.011636228	-0.0158729808911556	-0.016568732	-0.00110041922544862	-0.017833616	-0.015624274053758	-0.021499214	-0.0301506560975979	-0.022222852	-0.000699372043934112	-0.030117158	-0.0108546651382111
MAR09070	aspartate	-0.001934168	-0.00174005602807467	-0.000782986	-0.00134727635276745	-0.004150227	-0.00321823409363502	0.001500354	-0.00151585031448142	-0.012462967	-0.00150116274743479	0.000128843	-0.00080630185382165	-0.00113204	-0.000896825189904672	-0.006761827	-0.000802503276562661	0.002611711	-0.00178654770603675	-0.000494245	-0.000569977742673046	-0.000684778	-0.000640999317328969
MAR09071	glutamate	0.02678411	0	0.056588804	-0.0016963034592651	0.042193442	-0.00189222499986756	0.016112564	-0.00191211250871492	0.011390914	-0.00189425912937675	0.038522979	-0.00101518334747471	0.00917449	-0.00127572591865594	0.016202008	-0.00101228765052912	0.01664521	-0.00104709835598979	0.015988165	-0.000810788309215872	0.018807129	-0.000372688574985329
MAR09083	choline	-0.002044274	-0.000434591362310519	-0.000545279	-0.000429268064725628	-0.000966912	-0.000479801228384304	-0.001938647	-0.00048388089505478	-0.000844902	-0.000479141678174303	-0.000249379	-0.00025690320239101	-0.000990661	-0.000322087322211738	-0.000451292	-0.000256680288145508	-0.001591875	-0.000452656338389346	-0.00136736	-0.000204702774770818	-0.000571763	-0.000161929979807162
MAR09087	ornithine	0.007885861	0	0.000643202	0	0.003060358	0	-0.002311655	0	-0.001427155	0	0.001458248	0	0.001948405	0	0.001635996	0	-0.001200326	0	0.009506915	0	0.01603422	0
MAR09133	pyruvate	2.51e-07	0	6.64e-08	0	1.15e-07	0	2.87e-07	0	1.52e-07	0	5.61e-08	0	5.85e-08	0.00183874637017092	3.08e-08	0	4.95e-08	0	1.05e-07	0.00102034895875307	5.76e-08	0
MAR09135	L-lactate	1.392205968	0.211729031612347	0.679121284	0.215585332517432	1.166895089	0.24046898267846	0.932104298	0.240559423355251	1.118142634	0.243157499876564	0.767588362	0.12847837963137	0.743240244	0.1584004395358	0.317551752	0.127750653114247	0.552731028	0.228927543228538	0.687740829	0.10229188162639	0.992967126	0.0806495947287859
MAR09146	folate	4.25e-05	-1.43879751877659e-07	-5.73e-06	-0.000333470058380383	-2.34e-06	-0.000371985553485803	1e-05	-0.000375895165707693	8.51e-06	-0.000372332789098573	-9.39e-06	-0.000199485938644972	8.43e-07	-0.000250208405813216	-3.16e-06	-0.000199001906219017	-6.98e-06	-1.50009496954469e-07	-1.4e-05	-0.000159020089922315	-1.4e-05	-5.36633042611478e-08
MAR09259	AKG	2.25e-05	0	1.03e-05	0	1.33e-05	0	1.95e-05	0	1.05e-05	0	6.34e-06	0	4.48e-06	0	8.71e-06	0	2.8e-06	0	8.67e-06	0	1.24e-05	0
MAR09292	L-carnitine	-1.19e-05	0	-2.09e-05	0	-2.46e-05	0	-1.83e-05	0	-4.72e-05	0	1.17e-06	0	-5.56e-06	0	-2.19e-05	0	-1.2e-05	0	-2.58e-05	0	9.89e-06	0
MAR10024	biomass	0.035730055	0.00347535632555027	0.018333143	0.00343961929103818	0.031111255	0.00383689225944797	0.020798529	0.00387721845150313	0.019171008	0.00383924427372002	0.013033577	0.00205850209574383	0.010926773	0.00258080639561768	0.011473383	0.00205263044876897	0.018027769	0.00362341780083309	0.02270517	0.00164023292410719	0.025987054	0.00129621507877161
